#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB204STA	09CEB204STA_4	2011201	2012161	lukF-PV	4-964/978	========/======	6/8	97.85	80.62	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2160372	2162795	hysA	1-2418/2448	========/======	5/12	98.65	92.13	vfdb2	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2359005	2360315	sbi	1-1314/1314	========/======	1/3	99.77	97.26	vfdb2	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2360850	2361779	hlgA	1-930/930	===============	0/0	100.00	99.36	vfdb2	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2362346	2363293	hlgC	1-948/948	===============	0/0	100.00	99.16	vfdb2	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2363295	2364272	hlgB	1-978/978	===============	0/0	100.00	98.77	vfdb2	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2441535	2444639	fnbA	1-3048/3048	========/======	17/109	99.15	84.96	vfdb2	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2591484	2593013	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb2	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2636292	2636852	icaR	1-561/561	===============	0/0	100.00	99.11	vfdb2	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2637016	2638254	icaA	1-1239/1239	===============	0/0	100.00	99.35	vfdb2	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2638218	2638523	icaD	1-306/306	===============	0/0	100.00	99.35	vfdb2	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2638520	2639392	icaB	1-873/873	===============	0/0	100.00	99.54	vfdb2	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2639379	2640431	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb2	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB204STA	09CEB204STA_4	2640826	2642871	lip	1-2046/2046	===============	0/0	100.00	99.02	vfdb2	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
