#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
07CEB89STA	07CEB89STA_7	308824	309771	hlgC	1-948/948	===============	0/0	100.00	99.89	vfdb2	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	310339	311268	hlgA	1-930/930	===============	0/0	100.00	99.89	vfdb2	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	311804	313147	sbi	1-1314/1314	========/======	1/30	100.00	97.55	vfdb2	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	505579	508029	hysA	1-2448/2448	========/======	2/9	99.88	91.69	vfdb2	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	685092	685226	hld	1-135/135	===============	0/0	100.00	99.26	vfdb2	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	738761	739534	sea	1-774/774	===============	0/0	100.00	100.00	vfdb2	NP_646706	(sea) staphylococcal enterotoxin A precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	741243	741734	sak	1-492/492	===============	0/0	100.00	99.80	vfdb2	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	743231	743581	scn	1-351/351	===============	0/0	100.00	99.72	vfdb2	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	866179	867147	lukF-PV	1-969/978	========/======	2/2	98.98	81.96	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1219681	1221141	ebp	1-1461/1461	===============	0/0	100.00	99.18	vfdb2	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1601264	1602223	hly/hla	1-960/960	===============	0/0	100.00	99.69	vfdb2	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1628389	1628712	isdG	1-324/324	===============	0/0	100.00	99.07	vfdb2	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	1628731	1629465	srtB	1-735/735	===============	0/0	100.00	100.00	vfdb2	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1629527	1630492	isdF	1-966/966	===============	0/0	100.00	100.00	vfdb2	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1630505	1631383	isdE	1-879/879	===============	0/0	100.00	99.66	vfdb2	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	1631380	1632456	isdD	1-1077/1077	===============	0/0	100.00	99.72	vfdb2	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1632456	1633139	isdC	1-684/684	===============	0/0	100.00	99.85	vfdb2	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	1633348	1634400	isdA	1-1053/1053	===============	0/0	100.00	99.81	vfdb2	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	1634603	1636537	isdB	1-1938/1938	========/======	1/3	99.85	99.59	vfdb2	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	1718780	1719723	sspA	1-944/984	===============	0/0	95.93	98.94	vfdb2	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1719908	1721089	sspB	1-1182/1182	===============	0/0	100.00	100.00	vfdb2	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1721127	1721456	sspC	1-330/330	===============	0/0	100.00	100.00	vfdb2	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	1879665	1881203	vWbp	1-1527/1527	========/======	10/24	99.61	82.20	vfdb2	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB89STA	07CEB89STA_7	2358810	2360885	geh	1-2073/2073	========/======	1/3	100.00	99.23	vfdb2	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2387869	2388183	esxB	1-315/315	===============	0/0	100.00	100.00	vfdb2	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2388199	2388591	esaC	1-393/393	===============	0/0	100.00	100.00	vfdb2	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2388621	2393060	essC	1-4440/4440	===============	0/0	100.00	99.08	vfdb2	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2393082	2394416	essB	1-1335/1335	===============	0/0	100.00	98.43	vfdb2	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2394429	2394671	esaB	1-243/243	===============	0/0	100.00	99.59	vfdb2	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2394643	2395101	essA	1-459/459	===============	0/0	100.00	100.00	vfdb2	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2395101	2398130	esaA	1-3030/3030	===============	0/0	100.00	99.27	vfdb2	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2398213	2398506	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb2	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2540295	2541440	cap8P	1-1146/1146	===============	0/0	100.00	99.83	vfdb2	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2541517	2542779	cap8O	1-1263/1263	===============	0/0	100.00	98.81	vfdb2	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2542833	2543720	cap8N	1-888/888	===============	0/0	100.00	98.87	vfdb2	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2543720	2544277	cap8M	1-558/558	===============	0/0	100.00	99.64	vfdb2	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2544288	2545493	cap8L	1-1206/1206	===============	0/0	100.00	99.67	vfdb2	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2545527	2546765	cap8K	1-1239/1239	===============	0/0	100.00	99.76	vfdb2	NP_644949	(cap8K) capsular polysaccharide synthesis enzyme Cap8K [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2546774	2547331	cap8J	1-558/558	===============	0/0	100.00	99.64	vfdb2	NP_644948	(cap8J) capsular polysaccharide synthesis enzyme Cap8J [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2547328	2548722	cap8I	1-1395/1395	===============	0/0	100.00	100.00	vfdb2	NP_644947	(cap8I) capsular polysaccharide synthesis enzyme Cap8I [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2548715	2549794	cap8H	1-1080/1080	===============	0/0	100.00	100.00	vfdb2	NP_644946	(cap8H) capsular polysaccharide synthesis enzyme Cap8H [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2549797	2550921	cap8G	1-1125/1125	===============	0/0	100.00	99.38	vfdb2	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2550925	2552034	cap8F	1-1110/1110	===============	0/0	100.00	98.74	vfdb2	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2552047	2553075	cap8E	1-1029/1029	===============	0/0	100.00	99.03	vfdb2	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2553065	2554889	cap8D	1-1824/1824	========/======	1/1	100.00	99.45	vfdb2	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2554909	2555673	cap8C	1-765/765	===============	0/0	100.00	99.87	vfdb2	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2555676	2556362	cap8B	1-687/687	===============	0/0	100.00	100.00	vfdb2	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2556530	2557046	cap8A	1-516/516	========/======	1/1	100.00	99.81	vfdb2	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2600648	2602102	spa	1-1479/1479	========/======	1/24	98.38	96.15	vfdb2	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]
07CEB89STA	07CEB89STA_7	2639603	2641921	adsA	1-2319/2319	===============	0/0	100.00	97.28	vfdb2	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
