#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
07CEB132STA	07CEB132STA_7	928623	929633	sspA	1-984/984	========/======	1/27	100.00	96.44	vfdb2	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1011431	1013368	isdB	1-1938/1938	===============	0/0	100.00	99.95	vfdb2	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	1013571	1014623	isdA	1-1053/1053	===============	0/0	100.00	100.00	vfdb2	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	1014832	1015515	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb2	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	1015515	1016591	isdD	1-1077/1077	===============	0/0	100.00	99.81	vfdb2	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1016588	1017466	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb2	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	1017479	1018444	isdF	1-966/966	===============	0/0	100.00	99.69	vfdb2	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1018506	1019240	srtB	1-735/735	===============	0/0	100.00	99.59	vfdb2	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1019259	1019582	isdG	1-324/324	===============	0/0	100.00	100.00	vfdb2	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
07CEB132STA	07CEB132STA_7	1045447	1046406	hly/hla	1-960/960	===============	0/0	100.00	99.48	vfdb2	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1426378	1427838	ebp	1-1461/1461	===============	0/0	100.00	98.02	vfdb2	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1782884	1783852	lukF-PV	1-969/978	========/======	2/2	98.98	82.06	vfdb2	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	1913036	1914790	map	1-1755/1755	===============	0/0	100.00	99.60	vfdb2	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]
07CEB132STA	07CEB132STA_7	1915179	1916171	hlb	1-993/993	===============	0/0	100.00	100.00	vfdb2	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]
07CEB132STA	07CEB132STA_7	1934102	1934236	hld	1-135/135	===============	0/0	100.00	99.26	vfdb2	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2113479	2115893	hysA	1-2418/2448	========/======	5/9	98.53	90.58	vfdb2	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2318787	2320097	sbi	1-1314/1314	========/======	1/3	99.77	97.87	vfdb2	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2320633	2321562	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb2	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2322130	2323077	hlgC	1-948/948	===============	0/0	100.00	99.47	vfdb2	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2323079	2324056	hlgB	1-978/978	===============	0/0	100.00	99.90	vfdb2	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2406974	2409988	fnbA	1-3048/3048	========/======	12/49	98.65	86.72	vfdb2	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2612744	2614273	aur	1-1530/1530	===============	0/0	100.00	99.61	vfdb2	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2654322	2654882	icaR	1-561/561	===============	0/0	100.00	100.00	vfdb2	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2655046	2656284	icaA	1-1239/1239	===============	0/0	100.00	99.92	vfdb2	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2656248	2656553	icaD	1-306/306	===============	0/0	100.00	100.00	vfdb2	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2656550	2657422	icaB	1-873/873	===============	0/0	100.00	100.00	vfdb2	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2657409	2658461	icaC	1-1053/1053	===============	0/0	100.00	100.00	vfdb2	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2658908	2660953	lip	1-2046/2046	===============	0/0	100.00	100.00	vfdb2	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
07CEB132STA	07CEB132STA_7	2732229	2734547	adsA	1-2319/2319	===============	0/0	100.00	96.72	vfdb2	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
