#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB314STA	09CEB314STA_1	1406683	1407417	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1407479	1408444	isdF	1-966/966	===============	0/0	100.00	98.76	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1408457	1409335	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1409332	1410408	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1410408	1411091	isdC	1-684/684	===============	0/0	100.00	98.39	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1411300	1412364	isdA	1-1053/1053	========/======	1/12	100.00	95.59	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1412567	1414492	isdB	1-1938/1938	========/======	2/12	99.38	96.13	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	1689089	1690270	sspB	1-1182/1182	===============	0/0	100.00	99.15	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1690308	1690637	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	1864987	1866510	vWbp	1-1527/1527	========/======	19/53	98.17	82.47	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB314STA	09CEB314STA_1	2361434	2363509	geh	1-2073/2073	========/======	1/3	100.00	97.93	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2395511	2396845	essB	1-1335/1335	===============	0/0	100.00	99.55	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2396858	2397100	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2397072	2397530	essA	1-459/459	===============	0/0	100.00	99.78	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2397530	2400559	esaA	1-3030/3030	===============	0/0	100.00	98.71	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2400642	2400935	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2540397	2541542	cap8P	1-1146/1146	===============	0/0	100.00	99.30	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2541619	2542881	cap8O	1-1263/1263	===============	0/0	100.00	99.21	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2542935	2543822	cap8N	1-888/888	===============	0/0	100.00	98.42	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2543822	2544379	cap8M	1-558/558	===============	0/0	100.00	98.75	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2544390	2545595	cap8L	1-1206/1206	===============	0/0	100.00	98.18	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2549717	2550841	cap8G	1-1125/1125	===============	0/0	100.00	99.20	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2550845	2551954	cap8F	1-1110/1110	===============	0/0	100.00	97.84	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2551967	2552995	cap8E	1-1029/1029	===============	0/0	100.00	98.83	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2552985	2554808	cap8D	1-1824/1824	===============	0/0	100.00	99.23	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2554828	2555592	cap8C	1-765/765	===============	0/0	100.00	99.74	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2555595	2556281	cap8B	1-687/687	===============	0/0	100.00	96.36	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2556449	2556965	cap8A	1-516/516	========/======	1/1	100.00	98.65	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2634255	2636573	adsA	1-2319/2319	===============	0/0	100.00	96.68	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2704031	2706076	lip	1-2046/2046	===============	0/0	100.00	99.02	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2706471	2707523	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2707510	2708382	icaB	1-873/873	===============	0/0	100.00	99.54	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2708379	2708684	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2708648	2709886	icaA	1-1239/1239	===============	0/0	100.00	99.44	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2710050	2710610	icaR	1-561/561	===============	0/0	100.00	99.11	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB314STA	09CEB314STA_1	2753889	2755418	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
