#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
09CEB319STA	09CEB319STA_2	200210	200503	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	200586	203615	esaA	1-3030/3030	===============	0/0	100.00	98.71	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	203615	204073	essA	1-459/459	===============	0/0	100.00	99.78	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	204045	204287	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	204300	205634	essB	1-1335/1335	===============	0/0	100.00	99.55	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	237636	239711	geh	1-2073/2073	========/======	1/3	100.00	97.93	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	734758	736281	vWbp	1-1527/1527	========/======	19/53	98.17	82.47	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	910631	910960	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	910998	912179	sspB	1-1182/1182	===============	0/0	100.00	99.15	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1199077	1201002	isdB	1-1938/1938	========/======	2/12	99.38	96.13	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	1201205	1202269	isdA	1-1053/1053	========/======	1/12	100.00	95.59	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	1202478	1203161	isdC	1-684/684	===============	0/0	100.00	98.39	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	1203161	1204237	isdD	1-1077/1077	===============	0/0	100.00	98.98	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1204234	1205112	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	1205125	1206090	isdF	1-966/966	===============	0/0	100.00	98.76	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1206152	1206886	srtB	1-735/735	===============	0/0	100.00	99.18	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1206905	1207228	isdG	1-324/324	===============	0/0	100.00	98.46	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]
09CEB319STA	09CEB319STA_2	1233571	1234530	hly/hla	1-960/960	===============	0/0	100.00	99.38	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1612152	1613615	ebp	1-1461/1461	========/======	1/3	100.00	97.20	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1621886	1622659	see	1-774/774	===============	0/0	100.00	98.97	vfdb	AAA26617	(see) staphylococcal enterotoxin E precursor [SE (VF0020)] [Staphylococcus aureus]
09CEB319STA	09CEB319STA_2	1819795	1820763	lukF-PV	1-969/978	========/======	2/2	98.98	81.65	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	1999813	1999948	hld	1-135/135	========/======	1/1	100.00	98.53	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2374023	2375333	sbi	1-1314/1314	========/======	1/3	99.77	97.26	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2375868	2376797	hlgA	1-930/930	===============	0/0	100.00	99.46	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2377364	2378311	hlgC	1-948/948	===============	0/0	100.00	99.26	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2378313	2379290	hlgB	1-978/978	===============	0/0	100.00	98.77	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2459949	2462954	fnbA	1-3048/3048	========/======	13/58	98.36	86.13	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2609734	2611263	aur	1-1530/1530	===============	0/0	100.00	99.41	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2654542	2655102	icaR	1-561/561	===============	0/0	100.00	99.11	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2655266	2656504	icaA	1-1239/1239	===============	0/0	100.00	99.44	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2656468	2656773	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2656770	2657642	icaB	1-873/873	===============	0/0	100.00	99.54	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2657629	2658681	icaC	1-1053/1053	===============	0/0	100.00	99.24	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2659076	2661121	lip	1-2046/2046	===============	0/0	100.00	99.02	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]
09CEB319STA	09CEB319STA_2	2728579	2730897	adsA	1-2319/2319	===============	0/0	100.00	96.68	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]
